"chr"	"start"	"end"	"strand"	"pvalue"	"qvalue"	"meth.diff"
"1094231"	"NC_047561.1"	18629222	18629222	"+"	2.2534565100933e-08	1.99290390801654e-06	52.7655562539283
"1094235"	"NC_047561.1"	18630032	18630032	"+"	2.57085062332192e-19	2.8984195572611e-16	-50.8771929824561
"1094279"	"NC_047561.1"	18634675	18634675	"+"	9.28630141149178e-18	7.73046603356651e-15	-54.1754122938531
"1094283"	"NC_047561.1"	18634880	18634880	"+"	2.42530969028157e-21	3.98617371151299e-18	-51.5262835651185
"1094289"	"NC_047561.1"	18634999	18634999	"+"	4.41863191937519e-18	3.92507912176297e-15	-50.2550600625309
"1094434"	"NC_047561.1"	18657524	18657524	"+"	2.04780686334703e-18	1.94026416770834e-15	-54.9913043478261
"1095902"	"NC_047561.1"	18811156	18811156	"+"	9.07810287593354e-14	3.13975086571842e-11	-52.5717703349282
"1096200"	"NC_047561.1"	18831600	18831600	"+"	1.85357059252485e-21	3.11240480024507e-18	-58.9330469029717
"1096201"	"NC_047561.1"	18831606	18831606	"+"	9.0099630225135e-20	1.10816911482439e-16	-58.1612586037365
"1096791"	"NC_047561.1"	18868105	18868105	"+"	8.57810279846703e-25	2.66271857134383e-21	-65.8536585365854
"1097182"	"NC_047561.1"	18901148	18901148	"+"	1.1039554215806e-23	2.77007801908167e-20	56.8376068376068
"1098311"	"NC_047561.1"	18974042	18974042	"+"	2.6533744039313e-13	8.27667018218915e-11	50.3216123499142
"1098324"	"NC_047561.1"	18976959	18976959	"+"	2.09451256022634e-13	6.68233835887632e-11	64.2307692307692
"1098327"	"NC_047561.1"	18977229	18977229	"+"	6.76208680878307e-27	3.03016519526027e-23	-60.5263157894737
"1098448"	"NC_047561.1"	18991117	18991117	"+"	2.03956038646758e-13	6.52462616917005e-11	53.4368070953437
"1098449"	"NC_047561.1"	18991983	18991983	"+"	6.63210504296373e-14	2.36497943680253e-11	-54.0229885057471
"1098742"	"NC_047561.1"	19026468	19026468	"+"	9.70150357909833e-29	6.03492898484638e-25	-57.8964359504132
"1098746"	"NC_047561.1"	19026938	19026938	"+"	7.3194939078198e-20	9.15268909716838e-17	-50.6082214765101
"1098790"	"NC_047561.1"	19036087	19036087	"+"	7.17443618321858e-18	6.11278983474572e-15	-53.7704918032787
"1098835"	"NC_047561.1"	19041659	19041659	"+"	3.54037124467647e-18	3.20543484089937e-15	-61.6300366300366
"1098933"	"NC_047561.1"	19055496	19055496	"+"	1.17007477285846e-17	9.56044935672447e-15	-50.2294534835211
"1099009"	"NC_047561.1"	19068196	19068196	"+"	4.10977123778717e-18	3.67284762388276e-15	-60.3713768115942
"1099279"	"NC_047561.1"	19109622	19109622	"+"	3.42741951426074e-12	8.22695107731015e-10	50.8409153570444
"1099287"	"NC_047561.1"	19110144	19110144	"+"	3.54877341727966e-31	3.44960676707151e-27	-80.2197802197802
"1099288"	"NC_047561.1"	19110171	19110171	"+"	8.04166098470215e-33	1.01911466226156e-28	-81.6001899335233
"1099292"	"NC_047561.1"	19110590	19110590	"+"	1.23777845978341e-25	4.46899170390822e-22	-62.0918017812286
"1099421"	"NC_047561.1"	19143688	19143688	"+"	3.22051006587563e-19	3.56274375571897e-16	-65.5883155883156
"1099706"	"NC_047561.1"	19219391	19219391	"+"	1.9993758823117e-20	2.76774645411501e-17	65.7608695652174
"1099746"	"NC_047561.1"	19230581	19230581	"+"	2.15781308306249e-16	1.34172567277235e-13	67.827868852459
"1099832"	"NC_047561.1"	19241951	19241951	"+"	1.59539898528814e-24	4.71672367700782e-21	-50.9022556390977
"1101022"	"NC_047561.1"	19345203	19345203	"+"	2.3689113038524e-31	2.37702004167732e-27	58.4061771561772
"1101060"	"NC_047561.1"	19350228	19350228	"+"	5.16415695716829e-30	4.06411355894032e-26	96.875
"1101261"	"NC_047561.1"	19368718	19368718	"+"	2.75286733938425e-12	6.74582164853092e-10	-53.0963559132573
"1101304"	"NC_047561.1"	19374799	19374799	"+"	1.24471673621616e-12	3.30682474108047e-10	-66.6666666666667
"1101463"	"NC_047561.1"	19391063	19391063	"+"	3.37066038784205e-29	2.29352964005773e-25	51.7758046614872
"1101466"	"NC_047561.1"	19391368	19391368	"+"	2.66432540220321e-34	4.25412466803146e-30	55.7623419936592
"1101994"	"NC_047561.1"	19461778	19461778	"+"	2.91443468801763e-19	3.25837271831478e-16	-61.7971070025865
"1102016"	"NC_047561.1"	19463825	19463825	"+"	2.76105614407425e-11	5.30830314733378e-09	56.384206880628
"1102340"	"NC_047561.1"	19494507	19494507	"+"	3.71524395854059e-13	1.11751808223387e-10	51.5384615384615
"1103058"	"NC_047561.1"	19543463	19543463	"+"	2.25900929133025e-13	7.15758355289104e-11	51.3963480128894
"1103106"	"NC_047561.1"	19549746	19549746	"+"	4.33478815089226e-13	1.28387732564794e-10	-64.1149480801739
"1103442"	"NC_047561.1"	19659902	19659902	"+"	2.82914517725282e-12	6.92046862540617e-10	-54.1402714932127
"1104321"	"NC_047561.1"	19765973	19765973	"+"	5.38833337252847e-11	9.63407770334664e-09	56.0038195273335
"1105089"	"NC_047561.1"	19841014	19841014	"+"	1.626136134685e-11	3.31283490573768e-09	50.0787401574803
"1105305"	"NC_047561.1"	19874151	19874151	"+"	1.42981884747393e-17	1.14447336839383e-14	-58.203768062923
"1105568"	"NC_047561.1"	19915230	19915230	"+"	1.44594803524635e-18	1.40369155322927e-15	55.3815898948642
"1105570"	"NC_047561.1"	19915886	19915886	"+"	1.06423243242481e-24	3.24393238880743e-21	69.3557422969188
"1105580"	"NC_047561.1"	19917097	19917097	"+"	3.14776852373665e-17	2.34972560860521e-14	59.2013888888889
"1105898"	"NC_047561.1"	19945780	19945780	"+"	3.42143040511667e-14	1.30127191442264e-11	52.5584146702159
"1105902"	"NC_047561.1"	19946083	19946083	"+"	3.54985310138248e-21	5.67009247980193e-18	-56.4022383146807
"1105905"	"NC_047561.1"	19946169	19946169	"+"	1.07631995678735e-42	6.80058180793642e-38	73.5562941420856
"1105931"	"NC_047561.1"	19948901	19948901	"+"	1.623759032239e-20	2.28351383165581e-17	60.0692531675454
"1105998"	"NC_047561.1"	19955912	19955912	"+"	1.95587533740114e-19	2.25450959388744e-16	61.3576494427558
"1106032"	"NC_047561.1"	19960405	19960405	"+"	5.61994361012281e-12	1.28243713482904e-09	-59.7916666666667
"1106234"	"NC_047561.1"	19976656	19976656	"+"	1.07856769943357e-25	3.93918142501867e-22	68.3333333333333
"1107900"	"NC_047561.1"	20166828	20166828	"+"	7.14322532505455e-38	2.0649314331602e-33	65.3278109548578
"1108158"	"NC_047561.1"	20199295	20199295	"+"	3.68568606569788e-14	1.39053617696319e-11	-50.4568817818389
"1108744"	"NC_047561.1"	20259231	20259231	"+"	2.52430726669464e-22	4.90538022781527e-19	-58.0493000608643
"1108757"	"NC_047561.1"	20261880	20261880	"+"	3.9398496379845e-12	9.31938403441806e-10	51.4167334937182
"1109364"	"NC_047561.1"	20310204	20310204	"+"	2.11672473695056e-17	1.63842613005974e-14	51.3868433971527
"1109365"	"NC_047561.1"	20310220	20310220	"+"	5.45637326520711e-22	1.00052854911322e-18	61.0686223153483
"1109366"	"NC_047561.1"	20310229	20310229	"+"	5.93192521282885e-23	1.29241605842181e-19	63.302752293578
"1109367"	"NC_047561.1"	20310235	20310235	"+"	3.01704657223589e-22	5.76164074886643e-19	66.1433172302738
"1109368"	"NC_047561.1"	20310237	20310237	"+"	1.16226620090524e-23	2.90589884347411e-20	68.5185185185185
"1109369"	"NC_047561.1"	20310251	20310251	"+"	1.11307874437442e-22	2.31452094903546e-19	70.7070707070707
"1109370"	"NC_047561.1"	20310276	20310276	"+"	5.12860468099436e-18	4.49258776657172e-15	66.6666666666667
"1112312"	"NC_047561.1"	20817580	20817580	"+"	3.66708884549641e-12	8.74905749884969e-10	-57.8435704816615
"1112314"	"NC_047561.1"	20818415	20818415	"+"	2.36540739660833e-25	8.12255767819969e-22	-63.0266901503861
"1112347"	"NC_047561.1"	20823452	20823452	"+"	4.16563062223825e-20	5.4204121379452e-17	-52.804239480159
"1112506"	"NC_047561.1"	20842242	20842242	"+"	6.41847609965767e-18	5.51437258784923e-15	56.6385195831836
"1112546"	"NC_047561.1"	20846110	20846110	"+"	2.60577429641509e-14	1.01882622618328e-11	51.7722023098367
"1112578"	"NC_047561.1"	20849902	20849902	"+"	9.85074263515802e-09	9.64052127766659e-07	-51.8452380952381
"1112580"	"NC_047561.1"	20849971	20849971	"+"	1.45901460166885e-10	2.33686182629351e-08	54.2095835199284
"1112655"	"NC_047561.1"	20861574	20861574	"+"	3.90465889629668e-29	2.62857545120171e-25	52.1571343756185
"1112684"	"NC_047561.1"	20863710	20863710	"+"	1.60129982015274e-33	2.28461843828478e-29	-77.3139745916515
"1112701"	"NC_047561.1"	20865699	20865699	"+"	7.63831896838366e-21	1.14286801076561e-17	56.0587663914522
"1112736"	"NC_047561.1"	20870276	20870276	"+"	1.02287701795543e-07	7.45997705936455e-06	-50.2450980392157
"1112768"	"NC_047561.1"	20872885	20872885	"+"	1.557777534002e-19	1.82560264737025e-16	-51.6895282703245
"1112938"	"NC_047561.1"	20896939	20896939	"+"	1.92341486595439e-10	2.99141477895323e-08	57.4961948249619
"1113116"	"NC_047561.1"	20922719	20922719	"+"	1.10762963810927e-12	2.97768383836765e-10	53.6458333333333
"1113152"	"NC_047561.1"	20937897	20937897	"+"	6.92552004494279e-09	7.06972351233742e-07	-55.0188679245283
"1113271"	"NC_047561.1"	20953378	20953378	"+"	5.77298716200859e-22	1.05552236499052e-18	-53.6363636363636
"1113325"	"NC_047561.1"	20964995	20964995	"+"	3.05520855127955e-06	0.000139513826393252	50.921052631579
"1114641"	"NC_047561.1"	21081690	21081690	"+"	2.26039233541874e-20	3.09804396812896e-17	53.6531513448414
"1114642"	"NC_047561.1"	21081696	21081696	"+"	7.78120694819903e-23	1.65936119748542e-19	58.1493255434316
"1114643"	"NC_047561.1"	21081698	21081698	"+"	3.15624197359703e-18	2.8860039430126e-15	53.1447430457331
"1114644"	"NC_047561.1"	21081731	21081731	"+"	2.7445266747911e-21	4.4726027789501e-18	56.2962962962963
"1114761"	"NC_047561.1"	21099057	21099057	"+"	6.45444262493742e-15	2.87772830784914e-12	-52.5186460126219
"1114837"	"NC_047561.1"	21109821	21109821	"+"	1.33635394722173e-21	2.30070063827062e-18	-57.7617079889807
"1117231"	"NC_047561.1"	21350478	21350478	"+"	1.41862814413995e-24	4.2525365513573e-21	-53.0133752950433
"1119284"	"NC_047561.1"	21554857	21554857	"+"	2.73698788783019e-13	8.50628977536671e-11	-51.1576741749607
"1124277"	"NC_047561.1"	21915325	21915325	"+"	3.75507470039008e-20	4.91074851654184e-17	50.5514157973174
"1124286"	"NC_047561.1"	21915655	21915655	"+"	2.90626316900975e-14	1.1233051672388e-11	50.9303561935141
"1124391"	"NC_047561.1"	21928609	21928609	"+"	7.22231480773097e-27	3.21360686652285e-23	59.8853589818323
"1124441"	"NC_047561.1"	21932801	21932801	"+"	7.11178526876064e-10	9.5348134567303e-08	51.8466898954704
"1124444"	"NC_047561.1"	21932830	21932830	"+"	3.42619493607306e-10	4.99129246479113e-08	52.0861833105335
"1124445"	"NC_047561.1"	21932871	21932871	"+"	9.93654514828498e-12	2.13861159835377e-09	52.7777777777778
"1124446"	"NC_047561.1"	21932898	21932898	"+"	1.00384394536977e-10	1.67630309034811e-08	50.619295958279
"1124447"	"NC_047561.1"	21932908	21932908	"+"	3.80589317485918e-12	9.04314721958863e-10	51.8089315997739
"1124523"	"NC_047561.1"	21942395	21942395	"+"	1.42072686827661e-09	1.75276684749043e-07	-67.6043557168784
"1124529"	"NC_047561.1"	21943413	21943413	"+"	6.77136180644464e-25	2.13919660345762e-21	-59.7402597402597
"1124534"	"NC_047561.1"	21943565	21943565	"+"	4.07588555557085e-19	4.4108273614981e-16	-57.2372372372372
"1124543"	"NC_047561.1"	21945200	21945200	"+"	1.079894933863e-12	2.91209262948405e-10	-52.732683982684
"1124695"	"NC_047561.1"	21958074	21958074	"+"	2.26187152926112e-16	1.39895541116739e-13	-52.922609305588
"1124696"	"NC_047561.1"	21958102	21958102	"+"	1.0528043957502e-19	1.27747636358891e-16	-51.0258697591436
"1124712"	"NC_047561.1"	21959926	21959926	"+"	2.73979384745033e-16	1.6642921758392e-13	53.9896021699819
"1124740"	"NC_047561.1"	21962350	21962350	"+"	5.29965907617728e-22	9.73406330828269e-19	-51.3106320431161
"1124744"	"NC_047561.1"	21962620	21962620	"+"	1.77385886149829e-09	2.13199293557937e-07	-52.6977475117863
"1124745"	"NC_047561.1"	21962824	21962824	"+"	4.011153963871e-32	4.53548628199598e-28	70.7847707847708
"1124774"	"NC_047561.1"	21965633	21965633	"+"	4.09684214842064e-24	1.11369019060151e-20	-60.4278812974465
"1124829"	"NC_047561.1"	21972093	21972093	"+"	9.02344980697156e-10	1.17719932343822e-07	53.0046224961479
"1124849"	"NC_047561.1"	21980747	21980747	"+"	2.23533258418085e-11	4.39988973533332e-09	52.3571428571429
"1124858"	"NC_047561.1"	21981308	21981308	"+"	1.16409413138083e-28	7.12228571409712e-25	61.6122004357298
"1124860"	"NC_047561.1"	21981346	21981346	"+"	1.58334499995518e-42	9.56189253382978e-38	71.1788970907512
"1125428"	"NC_047561.1"	22031015	22031015	"+"	6.5705626233303e-19	6.8329759574299e-16	57.9160116775208
"1125437"	"NC_047561.1"	22034293	22034293	"+"	2.90265638326733e-18	2.67737825606095e-15	75.4489337822671
"1126501"	"NC_047561.1"	22110181	22110181	"+"	2.19643041118682e-11	4.33083391692844e-09	-58.5346215780998
"1126590"	"NC_047561.1"	22141475	22141475	"+"	1.68160426420737e-15	8.56459244905505e-13	-57.2522214627478
"1128238"	"NC_047561.1"	22269955	22269955	"+"	4.56849919690176e-26	1.7865437849434e-22	58.2822085889571
"1131578"	"NC_047561.1"	22537676	22537676	"+"	3.65736488251631e-11	6.82906029113348e-09	-58.0597014925373
"1131824"	"NC_047561.1"	22572269	22572269	"+"	2.05049857692436e-14	8.19468527525474e-12	-74.7137879542061
"1131913"	"NC_047561.1"	22593248	22593248	"+"	2.35994364923083e-43	1.76909981801459e-38	66.4475819539111
"1131914"	"NC_047561.1"	22593272	22593272	"+"	5.00102764553645e-42	2.67095524331516e-37	65.1612903225806
"1132179"	"NC_047561.1"	22636203	22636203	"+"	7.93647296234302e-17	5.42365116291093e-14	54.141876430206
"1132192"	"NC_047561.1"	22637436	22637436	"+"	1.80813061091811e-17	1.41466474210356e-14	-64.8036019251669
"1132216"	"NC_047561.1"	22639802	22639802	"+"	9.01255212877061e-10	1.17591635527264e-07	-58.556338028169
"1132218"	"NC_047561.1"	22640840	22640840	"+"	4.03912504619441e-17	2.94550123960013e-14	57.5757575757576
"1132219"	"NC_047561.1"	22640850	22640850	"+"	1.23473850585583e-15	6.48044329108647e-13	62.7906976744186
"1132220"	"NC_047561.1"	22640856	22640856	"+"	1.63671839448263e-17	1.29290380114612e-14	55.3191489361702
"1132245"	"NC_047561.1"	22645025	22645025	"+"	6.84915182449167e-17	4.75572532554368e-14	56.8072024593764
"1132359"	"NC_047561.1"	22666075	22666075	"+"	4.26445821990615e-24	1.15499577503571e-20	58.2505788525855
"1132379"	"NC_047561.1"	22668571	22668571	"+"	1.86267603615208e-10	2.90655740265985e-08	-50.1032702237521
"1132479"	"NC_047561.1"	22684100	22684100	"+"	8.45908746585236e-14	2.94709086848857e-11	50.6188118811881
"1132481"	"NC_047561.1"	22684198	22684198	"+"	1.50111891135098e-23	3.66605826068775e-20	-62.4596774193548
"1132749"	"NC_047561.1"	22712494	22712494	"+"	4.66044978397047e-13	1.36950995517982e-10	-53.6948431685274
"1132840"	"NC_047561.1"	22725171	22725171	"+"	6.33681777388579e-15	2.83013502327007e-12	-52.9631665750412
"1133497"	"NC_047561.1"	22786181	22786181	"+"	5.13223527691508e-15	2.33626319815682e-12	55.6610598661603
"1133498"	"NC_047561.1"	22786183	22786183	"+"	1.64551375315372e-14	6.72288342100039e-12	54.2482238654487
"1134615"	"NC_047561.1"	22923939	22923939	"+"	3.2807462578102e-19	3.62122922065633e-16	56.3012677106637
"1134616"	"NC_047561.1"	22923961	22923961	"+"	1.82045053496636e-19	2.10774581849594e-16	-53.0013891935366
"1134864"	"NC_047561.1"	22952157	22952157	"+"	8.0481395725862e-26	3.00132846279307e-22	-76.9004207573633
"1134874"	"NC_047561.1"	22952676	22952676	"+"	6.58803805253993e-19	6.84953879620453e-16	-59.529537556803
"1134960"	"NC_047561.1"	22967174	22967174	"+"	1.71384927556555e-17	1.3482936850508e-14	61.8119266055046
"1135170"	"NC_047561.1"	22993750	22993750	"+"	2.75602005437883e-11	5.30011086524035e-09	-54.9523809523809
"1135730"	"NC_047561.1"	23050499	23050499	"+"	1.38475980193575e-23	3.40633594193696e-20	-78.4515109618803
"1135741"	"NC_047561.1"	23052975	23052975	"+"	3.18132277783604e-21	5.12645726879331e-18	59.8241720723796
"1135840"	"NC_047561.1"	23063830	23063830	"+"	5.6624037567078e-17	4.00511620427217e-14	-53.0844155844156
"1135865"	"NC_047561.1"	23067239	23067239	"+"	8.2039476767036e-21	1.2204800620474e-17	60.5182681474328
"1135895"	"NC_047561.1"	23079405	23079405	"+"	4.19058014925735e-14	1.56052277519407e-11	57.6923076923077
"1135917"	"NC_047561.1"	23081252	23081252	"+"	4.289811603941e-15	1.98693217630327e-12	54.3859649122807
"1135918"	"NC_047561.1"	23081289	23081289	"+"	9.27162432374476e-22	1.64159533239342e-18	64.9580792682927
"1135960"	"NC_047561.1"	23085951	23085951	"+"	4.76335330844407e-26	1.8496595012062e-22	80.7692307692308
"1135970"	"NC_047561.1"	23087660	23087660	"+"	5.36926529002188e-11	9.60347890966709e-09	53.5396518375242
"1136452"	"NC_047561.1"	23131332	23131332	"+"	3.25421415457101e-13	9.92820434412494e-11	-51.3218770654329
"1136457"	"NC_047561.1"	23131776	23131776	"+"	2.25732225040184e-22	4.43134014372816e-19	52.5441501103753
"1136606"	"NC_047561.1"	23155806	23155806	"+"	7.72252422267153e-16	4.23609153428542e-13	62.0425029515939
"1136713"	"NC_047561.1"	23165052	23165052	"+"	3.29577086142158e-22	6.25878794875567e-19	64.6626984126984
"1136738"	"NC_047561.1"	23168048	23168048	"+"	5.7279005452363e-19	6.02465503777998e-16	-72.8415300546448
"1137895"	"NC_047561.1"	23580259	23580259	"+"	1.27728688632928e-15	6.68788313621904e-13	-56.4646464646465
"1141065"	"NC_047561.1"	23955247	23955247	"+"	1.25763921412602e-09	1.57564899352579e-07	-53.640350877193
"1152064"	"NC_047561.1"	24813627	24813627	"+"	2.67847694391209e-16	1.63017965454743e-13	50.4431216931217
"1155754"	"NC_047561.1"	25165780	25165780	"+"	3.40210670179668e-10	4.96028519928983e-08	-54.8387096774194
"1155776"	"NC_047561.1"	25170843	25170843	"+"	5.05012144350034e-09	5.35506009162374e-07	-53.0166880616175
"1155860"	"NC_047561.1"	25179819	25179819	"+"	1.30299758414603e-11	2.72287719227595e-09	-55.5555555555556
"1159713"	"NC_047561.1"	25477452	25477452	"+"	4.39501556990266e-15	2.03225480965325e-12	-51.9774011299435
"1164188"	"NC_047561.1"	25910616	25910616	"+"	1.19252071231386e-17	9.73411788526246e-15	-53.4883720930233
"1164927"	"NC_047561.1"	26028819	26028819	"+"	1.45133742530936e-11	2.99705653625787e-09	-54.3859649122807
"1165033"	"NC_047561.1"	26108609	26108609	"+"	1.84091276840781e-11	3.70347533374688e-09	50.3463136832384
"1165552"	"NC_047561.1"	26189681	26189681	"+"	1.59443635921345e-13	5.20593611775452e-11	55.2742616033755
"1166424"	"NC_047561.1"	26297339	26297339	"+"	7.33646514274007e-41	3.03253482714759e-36	-80.8682698446478
"1167057"	"NC_047561.1"	26388632	26388632	"+"	3.59934304667042e-11	6.73180519960949e-09	-50.4197967300044
"1167119"	"NC_047561.1"	26418702	26418702	"+"	5.245969115453e-08	4.1759437625942e-06	51.7189079878665
"1167167"	"NC_047561.1"	26429448	26429448	"+"	1.05406950920115e-09	1.34930877798771e-07	56.5349544072948
"1167231"	"NC_047561.1"	26438307	26438307	"+"	6.38134348459285e-17	4.45802525737153e-14	-52.0727272727273
"1168494"	"NC_047561.1"	26603347	26603347	"+"	6.4983029259264e-31	6.01277250461079e-27	62.4738319005835
"1169140"	"NC_047561.1"	26656456	26656456	"+"	1.62151063844815e-14	6.63739627996024e-12	-59.461114513166
"1169590"	"NC_047561.1"	26721366	26721366	"+"	1.90687804531247e-12	4.85652734424818e-10	-50.3759398496241
"1169619"	"NC_047561.1"	26724979	26724979	"+"	3.96505168811771e-24	1.08052059672306e-20	64.2502482621648
"1169621"	"NC_047561.1"	26726774	26726774	"+"	7.1385013554559e-09	7.26173179402825e-07	-51.1180992313068
"1169684"	"NC_047561.1"	26737232	26737232	"+"	9.32038010335472e-11	1.56779143545476e-08	-50.2341920374707
"1170648"	"NC_047561.1"	26862623	26862623	"+"	1.81923822494484e-21	3.05823913152055e-18	-50.0363871593757
"1170659"	"NC_047561.1"	26864623	26864623	"+"	4.22678343109028e-10	6.01223736815351e-08	-52.015065913371
"1170671"	"NC_047561.1"	26866779	26866779	"+"	1.10780588113797e-09	1.40973211769763e-07	-56.8376068376068
"1170672"	"NC_047561.1"	26866793	26866793	"+"	2.0879964695026e-10	3.21796151003032e-08	-62.7289377289377
"1171370"	"NC_047561.1"	26998095	26998095	"+"	5.43468620300257e-33	7.11148812716516e-29	-72.5189393939394
"1171384"	"NC_047561.1"	27000689	27000689	"+"	1.06362572275874e-13	3.62284367130345e-11	-54.7667342799189
"1171386"	"NC_047561.1"	27000831	27000831	"+"	1.1194724709686e-25	4.07511488494063e-22	-60.6277463904582
"1171817"	"NC_047561.1"	27050380	27050380	"+"	1.44444627884936e-28	8.59835352018276e-25	-58.8369730827831
"1171974"	"NC_047561.1"	27068009	27068009	"+"	2.16451400004784e-12	5.43568697231334e-10	51.5620718004933
"1172158"	"NC_047561.1"	27090815	27090815	"+"	5.01110250662663e-18	4.40098898653775e-15	63.963963963964
"1176319"	"NC_047561.1"	27370771	27370771	"+"	5.6417345991068e-17	3.99241198962253e-14	-63.4705669916938
"1176450"	"NC_047561.1"	27384906	27384906	"+"	1.37700048675213e-11	2.85807578791615e-09	-52.7272727272727
"1176500"	"NC_047561.1"	27398423	27398423	"+"	1.46863043216778e-23	3.59266574811127e-20	-73.4593023255814
"1176502"	"NC_047561.1"	27398637	27398637	"+"	3.06737003265096e-15	1.4691935618923e-12	-58.268246700781
"1176575"	"NC_047561.1"	27411869	27411869	"+"	2.09136716803202e-15	1.04059107355609e-12	59.1583109730264
"1176671"	"NC_047561.1"	27437050	27437050	"+"	2.16113052810867e-22	4.25762462776931e-19	54.3307086614173
"1177231"	"NC_047561.1"	27491483	27491483	"+"	9.06405700946919e-19	9.14856486489225e-16	66.6666666666667
"1177258"	"NC_047561.1"	27493400	27493400	"+"	4.01504363892643e-12	9.48051702631142e-10	53.5493324649951
"1177264"	"NC_047561.1"	27493577	27493577	"+"	2.15914683962458e-12	5.42282437394164e-10	55.850377740925
"1178412"	"NC_047561.1"	27580875	27580875	"+"	6.42919168613539e-33	8.29019929128347e-29	-80.320796460177
"1178436"	"NC_047561.1"	27581989	27581989	"+"	5.38025391386658e-13	1.55835518922098e-10	-55.6944444444444
"1179181"	"NC_047561.1"	27646171	27646171	"+"	2.16436934917281e-14	8.59925631132814e-12	-59.527478171546
"1179271"	"NC_047561.1"	27663569	27663569	"+"	1.98873929076093e-30	1.71460152381337e-26	-62.4552039649257
"1179274"	"NC_047561.1"	27663702	27663702	"+"	1.84569055036515e-37	5.00811163115664e-33	-70.984126984127
"1179275"	"NC_047561.1"	27663717	27663717	"+"	1.04918346365949e-31	1.11638626656402e-27	-71.5176715176715
"1179277"	"NC_047561.1"	27663725	27663725	"+"	2.1403319146227e-17	1.65554005500897e-14	-54.8672566371681
"1179278"	"NC_047561.1"	27663801	27663801	"+"	1.57912490700565e-14	6.48249557252258e-12	-52.1149949341439
"1179983"	"NC_047561.1"	27712179	27712179	"+"	1.71857728279006e-16	1.09041255859984e-13	56.0876623376623
"1179984"	"NC_047561.1"	27712455	27712455	"+"	1.72203466594561e-20	2.40870015602948e-17	-58.4615384615385
"1180761"	"NC_047561.1"	27855348	27855348	"+"	2.14498422890021e-09	2.52064578651594e-07	-53.1701890989989
"1180779"	"NC_047561.1"	27859531	27859531	"+"	4.58877948748452e-10	6.46518444042686e-08	-53.5460992907801
"1180781"	"NC_047561.1"	27859569	27859569	"+"	1.51076515254788e-12	3.93910006347696e-10	-53.2409619366141
"1180786"	"NC_047561.1"	27859593	27859593	"+"	5.3565038722506e-11	9.58297902495527e-09	-52.4691358024691
"1180896"	"NC_047561.1"	27869616	27869616	"+"	1.55744911733655e-10	2.47908005896304e-08	53.6511156186613
"1181321"	"NC_047561.1"	27915928	27915928	"+"	9.14425822717173e-12	1.984481334977e-09	51.0416666666667
"1181324"	"NC_047561.1"	27916242	27916242	"+"	1.11263430277956e-14	4.71723577243197e-12	-50.7102884201464
"1181413"	"NC_047561.1"	27928127	27928127	"+"	9.85063480898142e-10	1.27127690789875e-07	-53.1835205992509
"1181428"	"NC_047561.1"	27931240	27931240	"+"	4.73179778069867e-11	8.58516478249624e-09	60.3313840155945
"1181449"	"NC_047561.1"	27935348	27935348	"+"	3.94315315021809e-15	1.84238276184822e-12	-63.647401651287
"1181538"	"NC_047561.1"	27947329	27947329	"+"	9.85764900054796e-15	4.22511422268648e-12	52.5583883045106
"1181589"	"NC_047561.1"	27954799	27954799	"+"	1.34721382027249e-11	2.80480680906825e-09	54.3831168831169
"1181705"	"NC_047561.1"	27970607	27970607	"+"	2.4573235383971e-13	7.71737986987081e-11	-55.3459119496855
"1181715"	"NC_047561.1"	27971202	27971202	"+"	3.36067029001987e-15	1.59619393307113e-12	-66.1016949152542
"1181805"	"NC_047561.1"	27991882	27991882	"+"	1.34650718000572e-16	8.72275544839757e-14	63.1578947368421
"1181976"	"NC_047561.1"	28059918	28059918	"+"	4.8509411075134e-17	3.47449552503032e-14	-50.6226815050344
"1182678"	"NC_047561.1"	28127646	28127646	"+"	6.345745490129e-24	1.6636818690706e-20	-61.5151515151515
"1185372"	"NC_047561.1"	28332915	28332915	"+"	2.80071762234241e-09	3.18182640156081e-07	-50.4273504273504
"1185375"	"NC_047561.1"	28332959	28332959	"+"	2.88387260444501e-17	2.17327497101432e-14	-53.3610312133802
"1185389"	"NC_047561.1"	28333545	28333545	"+"	1.23975553976063e-14	5.20727367108241e-12	66.1846496106785
"1185394"	"NC_047561.1"	28333793	28333793	"+"	1.05932112639671e-17	8.72156347913724e-15	73.2558139534884
"1185405"	"NC_047561.1"	28337131	28337131	"+"	7.96125081088749e-12	1.75216257769894e-09	52.1077988557663
"1185423"	"NC_047561.1"	28339096	28339096	"+"	2.81812248248103e-25	9.54375768701523e-22	-79.3498262114087
"1185464"	"NC_047561.1"	28347653	28347653	"+"	5.52690852321969e-12	1.26270550306706e-09	50.1214574898785
"1185540"	"NC_047561.1"	28356345	28356345	"+"	1.81472999257171e-23	4.35974356124652e-20	-67.7605779153767
"1185562"	"NC_047561.1"	28359207	28359207	"+"	8.44661431188783e-17	5.73329521519256e-14	50.6786511431501
"1185584"	"NC_047561.1"	28362634	28362634	"+"	2.89991054222028e-08	2.48722715701748e-06	50.2222222222222
"1186504"	"NC_047561.1"	28434245	28434245	"+"	5.51550620272148e-15	2.49379319381727e-12	62.2377622377622
"1186627"	"NC_047561.1"	28455324	28455324	"+"	9.33872109850028e-20	1.1460191252586e-16	-57.7557755775578
"1186757"	"NC_047561.1"	28467833	28467833	"+"	5.77919831396298e-20	7.35767329721902e-17	-57.8317757009346
